char_count	word_count	wordmean_len
116	22	4.318181818181818
39	6	5.666666666666667
84	12	6.0
38	7	4.571428571428571
83	11	6.545454545454546
131	18	6.277777777777778
44	8	4.625
96	14	5.857142857142857
61	6	9.333333333333334
118	11	9.818181818181818
60	8	6.5
121	13	8.384615384615385
118	19	5.2105263157894735
61	7	7.714285714285714
113	14	7.142857142857143
130	21	5.238095238095238
38	4	8.5
45	8	4.75
121	27	3.5185185185185186
94	17	4.588235294117647
125	22	4.7272727272727275
85	9	8.444444444444445
66	12	4.583333333333333
94	14	5.714285714285714
42	7	5.142857142857143
139	24	4.833333333333333
178	16	10.125
53	7	6.714285714285714
47	4	10.75
68	11	5.2727272727272725
128	15	7.6
76	13	4.923076923076923
82	15	4.533333333333333
64	12	4.416666666666667
118	10	10.9
126	21	5.0
104	13	7.0
66	7	8.571428571428571
91	18	4.111111111111111
34	7	4.0
125	16	6.875
131	18	6.333333333333333
80	14	4.714285714285714
125	12	9.5
131	19	5.894736842105263
62	8	6.875
90	19	3.789473684210526
71	9	7.0
121	19	5.421052631578948
113	19	5.0
107	18	5.0
62	13	3.8461538461538463
44	9	4.0
107	12	7.916666666666667
60	8	6.625
37	7	4.428571428571429
92	13	6.153846153846154
82	12	5.916666666666667
46	7	5.571428571428571
138	27	4.148148148148148
60	10	5.1
158	19	7.315789473684211
44	10	3.5
100	19	4.315789473684211
35	8	3.5
120	16	6.5625
71	13	4.538461538461538
64	8	6.875
113	17	5.705882352941177
82	12	5.833333333333333
35	5	6.2
79	17	3.7058823529411766
137	28	3.9285714285714284
117	19	5.157894736842105
52	10	4.3
74	13	4.769230769230769
127	17	6.529411764705882
111	21	4.238095238095238
32	7	3.7142857142857144
108	18	5.055555555555555
113	18	5.277777777777778
75	11	5.909090909090909
125	16	6.875
83	17	3.9411764705882355
130	26	4.038461538461538
59	9	5.666666666666667
89	14	5.428571428571429
129	23	4.6521739130434785
132	18	6.388888888888889
62	12	4.25
104	14	6.5
78	11	6.181818181818182
121	19	5.368421052631579
124	18	5.944444444444445
132	22	5.0
120	21	4.761904761904762
58	10	4.8
111	20	4.6
95	13	6.384615384615385
56	12	3.75
48	6	7.166666666666667
91	17	4.411764705882353
83	11	6.636363636363637
125	23	4.434782608695652
103	10	9.3
69	13	4.384615384615385
67	14	3.857142857142857
72	9	7.111111111111111
88	12	6.416666666666667
94	12	6.916666666666667
128	20	5.45
38	7	4.571428571428571
55	10	4.6
16	3	4.666666666666667
77	10	6.8
144	12	11.083333333333334
30	6	4.166666666666667
82	15	4.533333333333333
119	18	5.611111111111111
140	26	4.423076923076923
62	8	6.875
86	19	3.5789473684210527
70	10	6.0
96	18	4.277777777777778
135	23	4.913043478260869
40	7	4.857142857142857
89	11	7.181818181818182
97	19	4.105263157894737
52	6	7.833333333333333
89	17	4.294117647058823
51	8	5.5
113	13	7.769230769230769
119	10	11.0
32	6	4.5
129	25	4.2
86	11	6.909090909090909
65	11	4.909090909090909
98	12	7.25
130	21	5.238095238095238
112	18	5.222222222222222
44	6	6.5
68	11	5.2727272727272725
36	7	4.285714285714286
129	17	6.588235294117647
113	13	7.6923076923076925
87	14	5.285714285714286
120	18	5.666666666666667
121	24	4.083333333333333
122	16	6.625
127	17	6.529411764705882
116	22	4.318181818181818
74	9	7.222222222222222
87	16	4.5
112	21	4.380952380952381
78	10	6.9
30	7	3.2857142857142856
136	21	5.523809523809524
134	21	5.380952380952381
19	4	4.0
59	13	3.6153846153846154
65	13	4.076923076923077
46	9	4.111111111111111
69	11	5.363636363636363
88	14	5.285714285714286
115	23	4.043478260869565
51	8	5.5
42	6	6.0
50	7	6.285714285714286
94	9	9.555555555555555
118	16	6.4375
122	13	8.384615384615385
60	9	5.777777777777778
88	15	4.933333333333334
103	11	8.363636363636363
123	13	8.461538461538462
113	17	5.705882352941177
35	4	7.75
128	25	4.16
90	18	4.055555555555555
138	23	5.043478260869565
121	21	4.809523809523809
91	17	4.352941176470588
112	21	4.333333333333333
122	21	4.809523809523809
132	21	5.285714285714286
133	26	4.153846153846154
116	19	5.157894736842105
107	18	5.0
50	7	6.285714285714286
131	22	5.0
112	16	6.0
139	23	5.086956521739131
128	18	6.166666666666667
17	2	8.0
139	19	6.368421052631579
63	13	3.923076923076923
95	14	5.857142857142857
95	9	9.666666666666666
80	13	5.230769230769231
38	2	18.5
75	11	5.909090909090909
89	11	7.181818181818182
106	13	7.153846153846154
105	8	12.125
58	10	4.8
133	19	6.0
109	6	17.333333333333332
106	18	4.888888888888889
91	13	6.076923076923077
79	10	6.9
57	7	7.142857142857143
90	17	4.352941176470588
89	13	5.923076923076923
129	27	3.814814814814815
138	19	6.315789473684211
128	24	4.375
111	13	7.538461538461538
97	12	7.166666666666667
72	12	5.083333333333333
82	14	4.857142857142857
33	7	3.857142857142857
136	15	8.133333333333333
131	22	5.0
64	12	4.416666666666667
75	9	7.444444444444445
133	22	5.090909090909091
73	12	5.166666666666667
130	25	4.24
125	22	4.7272727272727275
82	13	5.384615384615385
118	22	4.409090909090909
97	12	7.166666666666667
94	14	5.785714285714286
101	15	5.8
73	13	4.6923076923076925
49	8	5.25
45	6	6.666666666666667
59	9	5.555555555555555
95	11	7.7272727272727275
46	5	8.2
116	15	6.8
49	7	6.142857142857143
28	4	6.25
97	13	6.538461538461538
131	12	9.916666666666666
26	2	12.5
59	9	5.666666666666667
58	11	4.363636363636363
157	9	16.444444444444443
129	21	5.095238095238095
127	18	6.111111111111111
133	22	5.090909090909091
52	10	4.3
110	15	6.4
65	7	8.285714285714286
68	12	4.75
120	14	7.642857142857143
135	23	4.913043478260869
61	12	4.166666666666667
68	11	5.2727272727272725
115	20	4.8
116	15	6.733333333333333
136	22	5.136363636363637
133	20	5.7
131	21	5.285714285714286
78	10	6.8
133	22	5.045454545454546
32	6	4.5
148	17	7.705882352941177
132	17	6.764705882352941
122	2	60.5
227	15	14.133333333333333
42	6	6.166666666666667
74	12	5.166666666666667
138	23	5.043478260869565
46	10	3.7
102	18	4.722222222222222
55	12	3.6666666666666665
31	6	4.333333333333333
131	22	5.0
71	7	9.142857142857142
78	9	7.666666666666667
119	13	8.153846153846153
116	22	4.2727272727272725
69	12	4.833333333333333
76	15	4.133333333333334
64	11	4.909090909090909
135	10	12.6
94	17	4.588235294117647
33	7	3.857142857142857
131	20	5.5
139	19	6.368421052631579
132	22	5.0
140	22	5.409090909090909
47	8	5.0
99	19	4.2631578947368425
70	14	4.071428571428571
89	15	5.0
96	10	8.7
80	10	7.0
69	12	4.833333333333333
94	12	6.833333333333333
81	12	5.833333333333333
119	20	5.0
62	10	5.2
50	7	6.142857142857143
63	11	4.818181818181818
82	10	7.2
142	14	9.071428571428571
132	20	5.65
93	12	6.75
134	17	6.882352941176471
136	18	6.555555555555555
42	6	6.166666666666667
75	14	4.428571428571429
58	8	6.375
98	11	7.818181818181818
125	17	6.411764705882353
22	5	3.6
69	10	6.0
137	29	3.7586206896551726
127	22	4.818181818181818
65	11	5.0
106	18	4.888888888888889
114	17	5.764705882352941
57	7	7.0
111	21	4.190476190476191
74	12	5.25
74	8	8.375
99	12	7.25
115	22	4.2727272727272725
64	10	5.5
132	21	5.238095238095238
110	13	7.538461538461538
65	13	4.076923076923077
107	10	9.7
132	22	5.045454545454546
95	17	4.647058823529412
92	16	4.8125
187	14	12.428571428571429
32	4	7.25
39	8	4.0
47	6	6.833333333333333
37	6	5.166666666666667
85	12	6.166666666666667
112	23	3.9130434782608696
89	17	4.235294117647059
87	17	4.176470588235294
57	10	4.8
124	24	4.166666666666667
84	12	6.0
74	13	4.769230769230769
62	11	4.7272727272727275
113	18	5.277777777777778
52	9	4.888888888888889
124	22	4.681818181818182
52	9	4.888888888888889
132	26	4.115384615384615
90	14	5.5
113	13	7.6923076923076925
132	16	7.25
124	23	4.434782608695652
24	2	11.5
84	11	6.7272727272727275
115	17	5.823529411764706
59	11	4.454545454545454
80	14	4.785714285714286
62	7	7.857142857142857
69	14	4.0
83	16	4.25
80	8	9.0
36	6	5.166666666666667
70	12	4.833333333333333
133	22	5.090909090909091
130	24	4.458333333333333
128	18	6.166666666666667
150	21	6.190476190476191
73	10	6.4
32	4	7.25
124	22	4.681818181818182
52	9	4.888888888888889
54	11	4.0
117	16	6.375
76	14	4.5
30	4	6.75
24	5	4.0
80	13	5.230769230769231
111	13	7.538461538461538
124	12	9.333333333333334
93	17	4.529411764705882
73	13	4.6923076923076925
67	8	7.5
48	7	5.857142857142857
45	6	6.5
75	12	5.333333333333333
82	12	5.75
69	13	4.384615384615385
188	27	6.0
104	18	4.777777777777778
36	6	5.166666666666667
105	17	5.235294117647059
74	11	5.818181818181818
133	17	6.882352941176471
85	9	8.555555555555555
168	15	10.266666666666667
126	22	4.7727272727272725
40	9	3.5555555555555554
131	17	6.764705882352941
96	10	8.7
63	7	8.0
69	13	4.384615384615385
101	17	5.0
48	7	5.857142857142857
79	11	6.2727272727272725
107	13	7.3076923076923075
68	13	4.3076923076923075
86	17	4.0588235294117645
68	11	5.181818181818182
91	9	9.11111111111111
125	15	7.4
132	24	4.5
136	20	5.85
80	12	5.666666666666667
76	7	9.714285714285714
127	19	5.7368421052631575
105	10	9.5
135	16	7.5
78	19	3.1578947368421053
136	19	6.2105263157894735
107	13	7.3076923076923075
72	11	5.636363636363637
128	15	7.6
55	7	6.857142857142857
130	11	10.909090909090908
130	20	5.55
129	25	4.2
94	18	4.222222222222222
125	12	9.5
114	17	5.705882352941177
107	20	4.35
102	14	6.357142857142857
135	27	4.037037037037037
90	11	7.2727272727272725
25	5	4.2
88	12	6.416666666666667
135	25	4.44
129	21	5.190476190476191
113	16	6.0625
62	10	5.3
136	21	5.476190476190476
30	6	4.166666666666667
75	14	4.357142857142857
40	8	4.125
131	22	5.0
44	3	13.666666666666666
47	8	5.0
92	17	4.411764705882353
179	19	8.473684210526315
90	10	8.0
122	14	7.714285714285714
104	19	4.526315789473684
22	4	4.75
60	11	4.545454545454546
54	8	5.875
155	19	7.2105263157894735
169	20	7.5
116	20	4.8
77	11	6.0
50	12	3.25
32	3	10.0
93	16	4.875
103	17	5.117647058823529
49	9	4.555555555555555
124	17	6.294117647058823
44	6	6.5
41	5	7.2
61	11	4.636363636363637
52	8	5.5
41	7	5.0
91	12	6.666666666666667
57	11	4.2727272727272725
79	14	4.642857142857143
88	12	6.333333333333333
66	10	5.7
136	23	4.913043478260869
124	21	4.904761904761905
135	21	5.476190476190476
146	22	5.636363636363637
142	25	4.72
99	13	6.6923076923076925
138	18	6.722222222222222
126	13	8.692307692307692
70	7	9.0
140	22	5.409090909090909
29	6	4.0
120	20	5.05
118	22	4.409090909090909
89	14	5.428571428571429
52	6	7.833333333333333
74	12	5.25
89	15	4.933333333333334
129	25	4.16
114	22	4.2272727272727275
139	26	4.384615384615385
60	7	7.714285714285714
91	12	6.583333333333333
19	4	4.0
123	18	5.888888888888889
114	15	6.6
81	9	8.11111111111111
86	15	4.8
112	17	5.647058823529412
64	11	4.818181818181818
46	7	5.714285714285714
88	12	6.416666666666667
237	26	8.153846153846153
42	9	3.7777777777777777
101	14	6.285714285714286
88	16	4.5625
133	25	4.36
124	25	3.96
91	18	4.111111111111111
124	11	10.363636363636363
107	18	5.0
43	8	4.5
112	15	6.466666666666667
133	14	8.5
132	16	7.25
56	11	4.181818181818182
139	21	5.666666666666667
138	24	4.791666666666667
99	18	4.555555555555555
74	10	6.5
39	7	4.714285714285714
62	6	9.5
126	22	4.7727272727272725
62	11	4.7272727272727275
82	9	8.11111111111111
66	8	7.375
37	7	4.428571428571429
42	6	6.166666666666667
134	14	8.571428571428571
63	10	5.4
68	8	7.625
129	28	3.642857142857143
101	19	4.368421052631579
118	13	8.153846153846153
106	18	4.944444444444445
121	12	9.083333333333334
139	21	5.666666666666667
127	18	6.055555555555555
84	9	8.444444444444445
86	17	4.117647058823529
113	21	4.428571428571429
130	18	6.222222222222222
90	11	7.2727272727272725
98	22	3.4545454545454546
66	9	6.444444444444445
131	24	4.333333333333333
133	20	5.7
27	6	3.6666666666666665
121	21	4.809523809523809
134	15	7.933333333333334
69	9	6.777777777777778
85	13	5.538461538461538
108	13	7.384615384615385
89	19	3.6842105263157894
48	7	6.0
42	7	5.142857142857143
140	25	4.64
127	22	4.818181818181818
17	4	3.5
49	7	6.142857142857143
72	12	5.083333333333333
120	19	5.368421052631579
124	13	8.538461538461538
51	6	7.5
73	11	5.7272727272727275
130	20	5.5
47	8	5.0
102	17	5.0588235294117645
76	16	3.8125
86	11	6.818181818181818
78	11	6.090909090909091
77	16	3.875
63	8	7.0
33	7	3.7142857142857144
63	7	8.0
93	10	8.4
101	12	7.416666666666667
129	19	5.7894736842105265
128	16	7.0
49	9	4.555555555555555
79	12	5.583333333333333
51	7	6.285714285714286
103	15	5.866666666666666
131	21	5.285714285714286
88	14	5.285714285714286
72	8	8.125
84	9	8.444444444444445
81	8	9.125
85	14	5.142857142857143
117	13	8.076923076923077
120	20	5.05
48	10	3.9
66	12	4.5
84	12	6.083333333333333
135	16	7.4375
140	20	6.05
31	6	4.333333333333333
113	17	5.705882352941177
79	13	5.153846153846154
63	12	4.333333333333333
104	19	4.526315789473684
89	10	8.0
104	17	5.117647058823529
127	14	8.0
131	22	5.0
75	8	8.5
109	14	6.857142857142857
119	18	5.611111111111111
116	19	5.157894736842105
22	5	3.6
26	4	5.75
102	15	5.866666666666666
132	8	15.5
140	15	8.4
60	11	4.545454545454546
137	11	11.545454545454545
132	23	4.782608695652174
122	20	5.05
128	27	3.7777777777777777
128	18	6.111111111111111
140	20	6.05
36	7	4.285714285714286
51	6	7.666666666666667
59	8	6.375
27	3	8.333333333333334
93	17	4.470588235294118
165	19	7.7368421052631575
97	19	4.105263157894737
118	21	4.619047619047619
101	15	5.733333333333333
122	15	7.2
53	11	3.8181818181818183
121	18	5.777777777777778
141	13	9.846153846153847
69	7	8.857142857142858
38	7	4.571428571428571
75	6	11.666666666666666
85	17	4.0588235294117645
36	4	8.0
77	12	5.5
134	16	7.375
28	6	3.8333333333333335
47	8	5.0
40	7	4.857142857142857
98	10	8.8
93	11	7.454545454545454
132	23	4.782608695652174
83	18	3.6666666666666665
116	18	5.5
139	26	4.384615384615385
132	14	8.5
90	15	5.0
139	22	5.363636363636363
116	20	4.8
132	28	3.75
129	24	4.416666666666667
27	6	3.6666666666666665
135	21	5.476190476190476
51	5	9.4
133	20	5.7
91	13	6.076923076923077
41	9	3.6666666666666665
84	13	5.461538461538462
112	20	4.6
138	17	7.176470588235294
41	7	5.0
111	19	4.894736842105263
76	14	4.5
56	7	7.0
53	6	7.833333333333333
79	12	5.666666666666667
139	24	4.833333333333333
87	15	4.866666666666666
39	7	4.714285714285714
69	18	2.888888888888889
76	12	5.416666666666667
88	12	6.416666666666667
39	7	4.714285714285714
44	7	5.428571428571429
55	9	5.222222222222222
81	16	4.125
67	9	6.555555555555555
67	12	4.583333333333333
125	20	5.3
80	15	4.333333333333333
138	21	5.619047619047619
108	17	5.411764705882353
67	11	5.090909090909091
89	12	6.416666666666667
130	18	6.277777777777778
67	11	5.181818181818182
58	12	3.9166666666666665
82	13	5.384615384615385
127	21	5.0476190476190474
27	5	4.6
18	5	2.8
125	25	4.04
87	12	6.333333333333333
132	20	5.65
64	7	8.142857142857142
115	22	4.2727272727272725
48	6	7.0
128	17	6.529411764705882
28	7	3.142857142857143
115	18	5.444444444444445
115	13	7.923076923076923
63	11	4.7272727272727275
105	18	4.888888888888889
31	5	5.4
43	7	5.285714285714286
74	15	4.0
68	13	4.230769230769231
130	22	4.954545454545454
101	14	6.285714285714286
35	6	5.0
103	11	8.363636363636363
129	23	4.6521739130434785
70	9	6.888888888888889
73	13	4.6923076923076925
119	16	6.5
131	20	5.6
97	11	7.818181818181818
94	15	5.333333333333333
70	14	4.0
105	11	8.545454545454545
68	11	5.181818181818182
134	19	6.105263157894737
130	21	5.238095238095238
46	8	4.875
114	23	4.0
116	23	4.086956521739131
111	14	6.928571428571429
63	12	4.333333333333333
41	7	5.0
143	13	10.076923076923077
45	8	4.75
68	12	4.75
84	15	4.666666666666667
19	4	4.0
51	10	4.2
70	11	5.454545454545454
134	30	3.466666666666667
47	8	5.0
95	16	5.0
66	10	5.7
132	18	6.388888888888889
89	14	5.428571428571429
73	11	5.7272727272727275
57	8	6.25
67	12	4.666666666666667
135	21	5.476190476190476
33	8	3.25
140	19	6.421052631578948
130	21	5.238095238095238
140	22	5.409090909090909
85	11	6.7272727272727275
136	22	5.2272727272727275
101	20	4.1
37	8	3.75
101	16	5.375
130	17	6.647058823529412
136	20	5.85
126	13	8.615384615384615
73	14	4.214285714285714
90	12	6.416666666666667
88	10	7.8
105	19	4.578947368421052
100	21	3.8095238095238093
48	10	3.9
132	26	4.115384615384615
68	12	4.75
64	12	4.416666666666667
67	8	7.5
132	24	4.541666666666667
118	19	5.2105263157894735
69	12	4.75
79	9	7.888888888888889
91	15	5.133333333333334
97	20	3.9
129	17	6.588235294117647
48	5	8.6
92	8	10.5
67	9	6.555555555555555
122	14	7.714285714285714
111	8	12.875
63	13	3.923076923076923
70	9	6.888888888888889
49	8	5.25
53	11	3.909090909090909
132	25	4.32
37	6	5.333333333333333
38	7	4.428571428571429
103	12	7.583333333333333
50	10	4.1
120	7	16.285714285714285
109	18	5.055555555555555
130	18	6.277777777777778
89	14	5.428571428571429
88	15	4.933333333333334
51	8	5.5
62	9	5.666666666666667
62	12	4.25
80	17	3.764705882352941
111	20	4.6
76	12	5.333333333333333
69	10	6.0
70	10	6.1
137	17	7.117647058823529
109	11	8.909090909090908
93	14	5.714285714285714
24	3	7.333333333333333
41	5	7.4
119	21	4.714285714285714
69	8	7.75
83	13	5.461538461538462
140	20	6.05
71	11	5.545454545454546
113	22	4.181818181818182
128	19	5.7894736842105265
59	11	4.454545454545454
73	2	36.0
160	15	9.666666666666666
132	16	7.3125
53	8	5.625
55	10	4.6
34	7	4.0
99	13	6.6923076923076925
99	16	5.25
38	7	4.571428571428571
99	13	6.615384615384615
68	8	7.375
73	9	7.222222222222222
88	9	8.777777777777779
84	8	9.5
128	23	4.608695652173913
136	16	7.5625
103	12	7.583333333333333
124	15	7.333333333333333
70	9	6.888888888888889
180	18	9.055555555555555
81	20	3.1
84	13	5.538461538461538
121	16	6.625
67	13	4.230769230769231
78	11	6.181818181818182
122	18	5.777777777777778
36	7	4.285714285714286
119	21	4.666666666666667
42	5	7.6
133	17	6.882352941176471
107	16	5.75
190	13	13.692307692307692
127	15	7.533333333333333
66	13	4.076923076923077
30	5	5.2
133	22	5.090909090909091
78	9	7.666666666666667
61	14	3.4285714285714284
69	10	6.0
87	15	4.8
83	10	7.4
92	6	14.333333333333334
103	13	6.846153846153846
135	19	6.157894736842105
39	5	7.0
71	12	5.0
100	14	6.214285714285714
52	8	5.625
81	9	8.11111111111111
45	8	4.75
109	12	8.166666666666666
83	15	4.6
75	8	8.5
128	18	6.166666666666667
127	14	8.142857142857142
111	20	4.6
124	19	5.578947368421052
134	24	4.625
121	21	4.761904761904762
147	11	12.454545454545455
58	11	4.363636363636363
125	15	7.333333333333333
121	18	5.777777777777778
53	10	4.3
84	15	4.666666666666667
35	7	4.0
116	26	3.5
50	5	9.2
40	6	5.833333333333333
132	20	5.6
80	9	7.888888888888889
75	11	5.909090909090909
103	13	6.923076923076923
114	17	5.764705882352941
44	12	2.75
105	9	10.777777777777779
34	7	4.0
93	14	5.714285714285714
27	6	3.6666666666666665
125	20	5.3
60	12	4.083333333333333
99	13	6.6923076923076925
100	19	4.315789473684211
99	12	7.333333333333333
68	14	3.9285714285714284
78	12	5.583333333333333
48	9	4.444444444444445
51	7	6.285714285714286
75	11	5.909090909090909
63	7	8.142857142857142
47	5	8.4
49	6	7.333333333333333
104	18	4.833333333333333
110	13	7.538461538461538
13	2	6.0
153	26	4.884615384615385
108	18	5.0
133	16	7.375
109	14	6.857142857142857
58	8	6.375
122	16	6.6875
59	8	6.5
47	6	7.0
126	19	5.684210526315789
37	6	5.333333333333333
47	4	10.75
36	4	8.25
88	15	4.933333333333334
101	14	6.285714285714286
16	3	4.666666666666667
121	20	5.1
76	11	6.0
45	8	4.75
59	9	5.666666666666667
50	8	5.25
98	11	7.909090909090909
134	20	5.75
120	21	4.761904761904762
114	20	4.7
90	15	5.066666666666666
108	8	12.625
48	6	7.166666666666667
64	12	4.333333333333333
87	10	7.7
107	21	4.142857142857143
100	16	5.25
142	23	5.217391304347826
112	19	4.947368421052632
107	11	8.818181818181818
122	15	7.133333333333334
120	17	6.117647058823529
21	3	6.333333333333333
44	8	4.625
131	20	5.6
124	23	4.434782608695652
115	19	5.052631578947368
46	8	4.875
122	14	7.714285714285714
132	23	4.782608695652174
131	18	6.333333333333333
81	10	7.1
46	9	4.222222222222222
82	9	8.222222222222221
169	14	11.142857142857142
47	8	5.0
134	24	4.583333333333333
102	15	5.866666666666666
132	25	4.32
135	24	4.666666666666667
137	24	4.75
101	17	5.0
115	18	5.333333333333333
111	16	6.0
86	13	5.6923076923076925
131	17	6.647058823529412
120	15	7.0
136	27	4.074074074074074
55	8	5.875
57	8	6.25
54	10	4.5
66	9	6.333333333333333
61	8	6.75
54	5	10.0
135	24	4.666666666666667
123	19	5.526315789473684
82	15	4.466666666666667
134	21	5.380952380952381
98	12	7.25
19	4	4.0
48	7	6.0
79	13	5.153846153846154
52	9	4.888888888888889
82	7	10.714285714285714
69	6	10.666666666666666
27	7	3.0
86	13	5.6923076923076925
52	11	3.8181818181818183
125	17	6.411764705882353
122	19	5.421052631578948
119	21	4.714285714285714
43	7	5.285714285714286
152	12	11.666666666666666
75	9	7.333333333333333
22	6	2.8333333333333335
237	15	14.866666666666667
44	10	3.4
170	23	6.434782608695652
102	11	8.363636363636363
115	20	4.75
128	20	5.45
82	10	7.2
136	17	7.0588235294117645
120	20	5.05
139	21	5.666666666666667
70	8	7.75
72	6	11.166666666666666
94	12	6.916666666666667
35	4	8.0
31	7	3.5714285714285716
61	10	5.1
44	10	3.5
46	9	4.222222222222222
105	13	7.153846153846154
97	20	3.9
42	7	5.142857142857143
100	12	7.333333333333333
34	7	4.0
132	22	5.045454545454546
72	15	3.8666666666666667
47	9	4.333333333333333
164	14	10.714285714285714
91	18	4.111111111111111
125	22	4.7272727272727275
51	8	5.5
99	18	4.555555555555555
127	18	6.055555555555555
121	17	6.176470588235294
83	15	4.533333333333333
35	7	4.142857142857143
110	9	11.333333333333334
30	5	5.2
105	14	6.5
75	9	7.444444444444445
55	8	6.0
92	15	5.2
86	9	8.666666666666666
130	23	4.695652173913044
140	15	8.4
105	18	4.888888888888889
133	13	9.23076923076923
28	6	3.8333333333333335
50	8	5.375
16	4	3.25
132	21	5.333333333333333
138	23	5.043478260869565
102	18	4.722222222222222
47	5	8.4
114	9	11.777777777777779
117	17	5.9411764705882355
48	11	3.4545454545454546
102	13	6.769230769230769
40	5	7.2
113	20	4.65
106	18	4.944444444444445
154	8	18.375
35	3	10.666666666666666
136	18	6.555555555555555
36	6	5.166666666666667
97	19	4.157894736842105
62	9	5.888888888888889
22	5	3.6
64	14	3.5714285714285716
117	18	5.555555555555555
134	22	5.136363636363637
104	12	7.75
127	20	5.4
101	18	4.666666666666667
89	15	5.0
77	13	5.0
67	14	3.857142857142857
55	11	4.090909090909091
37	6	5.333333333333333
137	17	7.117647058823529
139	21	5.666666666666667
129	15	7.666666666666667
89	11	7.0
107	14	6.714285714285714
138	30	3.6333333333333333
36	6	5.166666666666667
70	10	6.1
114	15	6.666666666666667
70	13	4.461538461538462
66	11	5.090909090909091
41	7	5.0
118	23	4.130434782608695
62	12	4.25
89	12	6.5
130	23	4.695652173913044
76	14	4.5
94	15	5.333333333333333
151	22	5.909090909090909
66	14	3.7142857142857144
79	16	4.0
110	17	5.529411764705882
59	13	3.6153846153846154
116	19	5.157894736842105
48	9	4.444444444444445
98	18	4.5
95	13	6.384615384615385
94	10	8.4
51	10	4.2
119	20	5.0
60	7	7.571428571428571
131	13	9.153846153846153
92	14	5.642857142857143
118	19	5.2105263157894735
114	14	7.0
110	17	5.529411764705882
39	7	4.714285714285714
117	16	6.3125
53	10	4.4
63	12	4.333333333333333
125	17	6.352941176470588
105	12	7.75
139	18	6.722222222222222
140	11	11.818181818181818
84	18	3.7222222222222223
97	15	5.533333333333333
35	4	7.75
127	23	4.521739130434782
42	5	7.4
130	28	3.6785714285714284
46	5	8.2
85	12	6.166666666666667
135	17	6.9411764705882355
134	18	6.5
30	6	4.166666666666667
54	12	3.5833333333333335
106	13	7.153846153846154
119	16	6.5
62	8	6.875
164	21	6.809523809523809
54	11	4.0
83	9	8.333333333333334
80	8	9.125
59	9	5.666666666666667
32	5	5.6
91	11	7.090909090909091
84	16	4.3125
121	18	5.722222222222222
62	11	4.7272727272727275
135	20	5.8
35	4	7.75
35	6	5.0
135	21	5.476190476190476
75	14	4.428571428571429
60	10	5.0
64	8	7.0
216	21	9.333333333333334
38	8	3.875
39	7	4.714285714285714
99	17	4.882352941176471
78	14	4.642857142857143
73	13	4.6923076923076925
47	7	5.857142857142857
74	14	4.357142857142857
64	10	5.5
130	22	4.954545454545454
66	9	6.444444444444445
109	20	4.5
106	15	6.133333333333334
131	24	4.5
48	8	5.125
38	7	4.571428571428571
46	8	4.875
129	19	5.7894736842105265
89	11	7.181818181818182
98	13	6.615384615384615
139	17	7.235294117647059
75	10	6.5
136	13	9.538461538461538
126	18	6.055555555555555
122	18	5.833333333333333
80	13	5.230769230769231
86	14	5.214285714285714
40	6	5.833333333333333
58	7	7.285714285714286
86	13	5.6923076923076925
136	14	8.714285714285714
59	10	4.9
98	17	4.823529411764706
142	31	3.6129032258064515
73	6	11.333333333333334
42	6	6.166666666666667
125	16	6.875
130	14	8.285714285714286
108	15	6.266666666666667
140	20	6.05
85	13	5.538461538461538
95	20	3.8
51	7	6.428571428571429
87	16	4.5
30	7	3.4285714285714284
41	5	7.4
101	13	6.769230769230769
131	21	5.285714285714286
103	11	8.454545454545455
66	9	6.333333333333333
111	16	6.0
114	17	5.705882352941177
68	12	4.75
111	14	7.0
104	14	6.428571428571429
121	16	6.625
29	5	5.0
115	6	18.166666666666668
131	17	6.705882352941177
39	8	4.0
103	19	4.473684210526316
83	11	6.545454545454546
68	10	5.8
58	11	4.363636363636363
122	20	5.15
107	16	5.75
66	11	5.0
76	16	3.75
135	11	11.272727272727273
103	20	4.2
125	18	6.0
129	26	4.0
63	12	4.25
101	14	6.214285714285714
118	16	6.4375
75	11	5.909090909090909
20	4	4.25
122	21	4.857142857142857
96	14	5.928571428571429
75	14	4.428571428571429
73	9	7.222222222222222
84	14	5.071428571428571
121	14	7.714285714285714
203	27	6.555555555555555
109	9	11.11111111111111
68	11	5.2727272727272725
47	8	5.0
137	22	5.2727272727272725
125	16	6.8125
134	19	6.105263157894737
93	13	6.230769230769231
19	5	3.0
80	11	6.363636363636363
75	10	6.5
77	13	5.0
123	19	5.473684210526316
91	12	6.666666666666667
98	11	8.0
140	15	8.4
114	19	5.0
118	19	5.2631578947368425
131	21	5.238095238095238
117	18	5.555555555555555
134	25	4.4
60	12	4.083333333333333
110	11	9.090909090909092
136	26	4.269230769230769
50	9	4.666666666666667
102	15	5.866666666666666
116	20	4.8
98	22	3.5
140	18	6.833333333333333
104	13	7.076923076923077
75	8	8.5
56	8	6.125
101	10	9.1
58	5	10.8
98	11	8.0
84	14	5.071428571428571
118	14	7.5
38	8	3.75
88	13	5.846153846153846
102	10	9.2
132	25	4.28
121	10	11.1
107	15	6.0
131	21	5.285714285714286
128	17	6.529411764705882
77	6	12.0
61	10	5.2
58	11	4.363636363636363
88	12	6.333333333333333
106	12	7.833333333333333
100	19	4.315789473684211
25	4	5.25
116	15	6.733333333333333
128	18	6.111111111111111
74	15	4.0
41	6	6.0
