max_syn_length	min_syn_length	avg_syn_length
14	0	3.1
20	0	7.866666666666666
50	0	5.4
12	0	2.5454545454545454
23	0	6.45
14	0	4.363636363636363
34	0	5.722222222222222
20	0	4.625
14	0	3.6666666666666665
22	0	8.25
14	0	4.473684210526316
44	0	7.5
14	0	2.2857142857142856
14	0	3.8095238095238093
14	0	2.888888888888889
43	0	4.5
11	0	3.789473684210526
44	0	6.615384615384615
13	0	3.3333333333333335
16	0	5.125
20	0	6.217391304347826
25	0	6.666666666666667
34	0	5.384615384615385
57	3	14.428571428571429
13	0	3.7142857142857144
7	0	1.6666666666666667
50	0	21.875
13	0	3.4285714285714284
34	0	6.777777777777778
12	0	3.066666666666667
9	0	3.125
16	0	2.8125
34	0	6.869565217391305
11	0	4.090909090909091
20	0	4.0
14	0	4.409090909090909
5	0	1.25
19	0	7.125
75	0	8.962962962962964
20	0	6.352941176470588
27	0	5.346153846153846
11	0	3.5
22	0	5.846153846153846
52	0	8.894736842105264
33	0	8.25
20	0	4.083333333333333
13	0	2.857142857142857
18	0	7.714285714285714
7	0	2.6
16	0	2.272727272727273
21	0	4.05
19	0	6.230769230769231
23	0	4.933333333333334
34	0	8.666666666666666
52	0	9.105263157894736
34	0	6.545454545454546
36	0	4.125
12	0	5.6
37	0	5.333333333333333
5	0	1.2857142857142858
25	0	3.736842105263158
25	0	5.130434782608695
75	0	14.928571428571429
32	0	3.2
44	0	6.7368421052631575
29	0	8.555555555555555
18	0	6.8
20	0	4.555555555555555
20	0	6.2105263157894735
34	0	4.0
10	0	2.3333333333333335
20	0	7.538461538461538
28	0	7.5
20	0	5.416666666666667
28	0	7.333333333333333
19	2	10.285714285714286
18	0	5.769230769230769
34	0	7.5
16	0	4.222222222222222
23	0	5.285714285714286
13	0	4.3
60	0	5.6
27	0	8.9
51	0	9.421052631578947
15	0	6.875
22	0	4.9375
14	0	5.0
19	0	5.75
14	0	4.411764705882353
13	0	3.5833333333333335
9	0	3.3333333333333335
14	0	5.647058823529412
36	0	5.206896551724138
21	0	6.15
17	0	7.1
41	0	12.615384615384615
14	0	3.526315789473684
19	0	4.190476190476191
12	0	6.428571428571429
52	0	7.611111111111111
15	0	4.388888888888889
34	0	4.142857142857143
30	0	4.2
17	0	5.944444444444445
22	0	5.148148148148148
21	0	4.5
44	0	5.647058823529412
25	0	6.333333333333333
20	0	4.285714285714286
19	0	6.916666666666667
51	0	8.0
35	0	9.181818181818182
16	0	3.739130434782609
26	0	4.611111111111111
26	0	5.363636363636363
52	0	7.291666666666667
10	0	3.769230769230769
51	0	6.8
13	0	5.6923076923076925
15	0	5.142857142857143
27	0	5.833333333333333
50	0	12.15
16	0	3.3636363636363638
50	0	6.833333333333333
12	0	3.588235294117647
44	0	13.0
21	0	6.785714285714286
15	0	2.5555555555555554
7	0	2.1875
35	0	5.0
22	0	7.714285714285714
44	0	9.285714285714286
17	0	5.4
5	0	2.0
27	0	5.454545454545454
37	0	4.7727272727272725
14	0	3.1666666666666665
4	0	1.2857142857142858
27	0	5.666666666666667
45	0	8.0
38	0	5.909090909090909
37	0	5.7368421052631575
25	0	5.384615384615385
18	0	5.0
40	0	7.208333333333333
14	0	6.375
51	0	9.142857142857142
14	0	4.105263157894737
3	0	0.6666666666666666
51	0	10.5
24	0	5.75
37	0	5.375
6	0	0.6
27	1	10.333333333333334
35	0	4.769230769230769
45	0	7.133333333333334
40	0	7.5
13	0	3.0
26	0	4.909090909090909
27	0	5.052631578947368
2	0	0.3333333333333333
34	0	6.0
50	0	11.428571428571429
26	0	4.65
8	0	2.8461538461538463
20	0	3.642857142857143
33	0	7.444444444444445
37	0	6.538461538461538
30	0	4.95
35	0	6.6
44	0	8.136363636363637
13	0	2.5555555555555554
11	0	4.235294117647059
16	0	5.818181818181818
21	0	5.454545454545454
14	0	4.285714285714286
20	0	4.052631578947368
27	0	6.32
7	1	5.0
15	0	5.071428571428571
72	0	10.23076923076923
20	0	7.555555555555555
42	0	9.090909090909092
20	0	8.285714285714286
50	0	11.173913043478262
25	0	5.375
10	0	2.7777777777777777
12	0	2.875
14	0	3.6363636363636362
9	0	2.375
11	0	2.8421052631578947
13	0	4.333333333333333
18	0	3.8666666666666667
25	0	6.0
51	0	6.125
36	0	6.9411764705882355
17	0	5.571428571428571
37	0	5.96
36	0	6.777777777777778
25	0	6.304347826086956
45	0	9.571428571428571
17	0	5.0
60	0	8.571428571428571
20	0	6.458333333333333
52	0	7.625
22	0	4.481481481481482
37	0	6.708333333333333
37	0	6.777777777777778
6	0	2.2857142857142856
52	0	5.695652173913044
37	0	5.684210526315789
51	0	6.291666666666667
44	0	6.2631578947368425
1	0	0.5
14	0	2.761904761904762
16	0	4.923076923076923
18	0	5.533333333333333
14	0	3.2
27	0	4.5
21	0	5.714285714285714
75	0	15.416666666666666
36	0	4.214285714285714
7	0	3.1666666666666665
13	0	2.1818181818181817
43	0	6.0
26	0	6.04
27	0	4.666666666666667
16	0	4.894736842105263
22	0	3.357142857142857
51	0	9.428571428571429
9	0	3.375
44	0	8.105263157894736
8	0	2.3076923076923075
38	0	11.37037037037037
48	0	8.631578947368421
44	0	6.56
45	0	6.75
13	0	3.933333333333333
16	0	4.583333333333333
14	0	3.0
15	3	6.857142857142857
20	0	3.6666666666666665
15	0	3.68
11	0	4.166666666666667
8	0	2.7142857142857144
14	0	4.791666666666667
21	0	5.214285714285714
40	0	6.48
22	0	5.954545454545454
13	0	3.4615384615384617
22	0	3.727272727272727
19	0	4.5
23	0	3.2142857142857144
17	0	5.526315789473684
32	0	7.285714285714286
3	0	0.5
6	0	1.6
13	0	7.111111111111111
26	0	4.636363636363637
36	0	13.625
27	0	5.0
7	0	4.25
12	0	3.0
12	0	3.375
26	0	3.823529411764706
0	0	0.0
8	0	2.4444444444444446
21	0	4.583333333333333
8	0	1.6153846153846154
52	0	7.56
14	0	3.857142857142857
36	0	5.826086956521739
15	0	5.9
25	0	5.066666666666666
6	0	1.8
13	0	4.538461538461538
37	0	4.705882352941177
42	0	5.583333333333333
16	0	4.916666666666667
44	0	6.090909090909091
16	0	4.7727272727272725
60	0	5.315789473684211
40	0	4.5
40	0	6.809523809523809
19	0	4.363636363636363
22	0	7.5
60	0	7.818181818181818
11	0	2.6
37	0	5.684210526315789
17	0	6.714285714285714
6	0	0.7692307692307693
8	0	2.0
34	0	6.0
37	0	8.083333333333334
34	0	4.565217391304348
17	0	6.2
37	0	7.222222222222222
13	0	3.75
10	0	4.166666666666667
34	0	4.958333333333333
8	0	2.2
16	0	3.9
13	0	3.3333333333333335
25	0	4.173913043478261
13	0	2.75
24	0	6.944444444444445
17	0	6.7272727272727275
25	0	3.4
37	0	4.944444444444445
10	1	5.0
44	0	6.05
11	0	2.1818181818181817
23	0	5.217391304347826
57	0	7.32
27	0	6.444444444444445
37	0	8.473684210526315
37	0	8.307692307692308
40	0	6.375
15	0	3.4545454545454546
33	0	11.5
21	0	5.923076923076923
37	0	6.5
18	0	6.0
42	0	4.958333333333333
20	0	6.3
37	0	6.571428571428571
8	0	3.75
17	0	6.230769230769231
19	0	4.631578947368421
26	0	5.190476190476191
15	0	2.7333333333333334
7	0	2.4
35	0	7.157894736842105
12	0	3.1666666666666665
14	0	4.0
14	0	3.6666666666666665
20	0	4.571428571428571
18	0	5.0
10	2	6.2
14	0	5.363636363636363
25	0	6.766666666666667
26	0	4.7727272727272725
18	0	4.636363636363637
52	0	9.142857142857142
14	0	2.9411764705882355
7	0	2.6
35	0	11.619047619047619
14	0	2.8333333333333335
51	0	8.25
14	0	4.714285714285714
41	0	6.619047619047619
19	0	5.8
28	0	5.2272727272727275
22	0	4.1
14	0	5.357142857142857
6	0	2.3125
43	0	8.136363636363637
44	0	8.352941176470589
40	0	9.882352941176471
20	0	3.6
6	0	3.75
11	0	5.666666666666667
14	0	5.222222222222222
45	0	13.333333333333334
14	0	4.285714285714286
44	0	9.08695652173913
25	0	6.294117647058823
24	0	6.444444444444445
40	0	9.2
25	0	5.653846153846154
34	0	6.25
52	0	5.846153846153846
33	0	8.272727272727273
12	0	2.388888888888889
12	0	6.222222222222222
34	0	6.608695652173913
24	0	5.5
37	0	6.961538461538462
11	0	3.0588235294117645
26	0	6.125
28	0	4.315789473684211
36	0	6.782608695652174
6	0	3.0
60	0	7.583333333333333
16	0	4.294117647058823
22	0	10.545454545454545
33	0	5.733333333333333
10	0	3.6
19	0	6.928571428571429
33	0	6.625
16	0	3.4545454545454546
10	0	2.4285714285714284
13	0	4.5
52	0	5.681818181818182
37	0	7.076923076923077
20	0	4.095238095238095
30	0	3.875
12	0	4.384615384615385
7	0	3.0
37	0	7.260869565217392
13	0	2.888888888888889
50	0	8.818181818181818
38	0	5.5
11	0	5.357142857142857
21	0	9.0
51	4	19.8
28	0	4.928571428571429
20	0	5.578947368421052
51	0	6.111111111111111
37	0	8.529411764705882
33	0	7.0
7	0	1.375
10	0	4.142857142857143
37	0	8.0
51	0	7.615384615384615
34	0	4.0
14	0	4.230769230769231
20	0	4.862068965517241
30	0	6.666666666666667
7	0	2.1666666666666665
34	0	6.055555555555555
14	0	6.166666666666667
14	0	3.35
37	0	4.461538461538462
34	0	5.45
72	0	6.608695652173913
17	0	6.333333333333333
14	0	3.2777777777777777
37	0	4.916666666666667
16	0	4.5
25	0	7.538461538461538
27	0	5.176470588235294
15	0	5.2
17	0	3.4545454545454546
9	0	2.6875
52	0	11.692307692307692
33	0	6.176470588235294
27	0	8.0
18	0	3.6666666666666665
7	0	1.7777777777777777
22	0	6.25
35	0	4.619047619047619
34	0	4.5
21	0	4.5
37	0	6.238095238095238
6	0	2.1176470588235294
9	0	4.2272727272727275
16	0	5.7368421052631575
25	0	5.0
7	0	1.7142857142857142
15	0	4.571428571428571
32	0	4.866666666666666
14	0	4.3
22	0	4.928571428571429
34	0	5.55
37	0	7.36
16	0	5.333333333333333
37	0	5.333333333333333
20	0	3.45
16	0	4.095238095238095
22	0	5.8125
36	0	6.185185185185185
4	0	0.45454545454545453
11	0	4.2
10	0	2.6
24	0	4.653846153846154
22	0	3.9130434782608696
17	0	4.473684210526316
23	0	5.9
20	0	4.708333333333333
9	0	3.1666666666666665
45	0	6.066666666666666
12	1	5.555555555555555
51	0	8.0
4	0	1.5
38	0	11.25
17	0	6.882352941176471
17	0	4.95
15	0	4.2
10	0	4.235294117647059
22	0	7.473684210526316
44	0	12.5
36	0	6.909090909090909
12	0	3.375
33	0	6.15
13	0	3.576923076923077
26	0	6.666666666666667
27	0	6.666666666666667
19	0	5.333333333333333
0	0	0.0
75	0	10.5625
25	0	5.2631578947368425
15	0	6.0
13	0	2.8823529411764706
3	0	0.8333333333333334
10	0	4.5
14	0	4.909090909090909
44	0	7.25
14	2	7.142857142857143
16	0	4.0625
21	0	7.181818181818182
14	0	4.928571428571429
19	0	7.538461538461538
15	0	6.363636363636363
36	0	7.739130434782608
75	0	8.772727272727273
52	0	9.304347826086957
14	0	4.041666666666667
38	0	7.84
50	0	7.357142857142857
14	0	4.782608695652174
7	0	1.3125
6	0	2.0
12	0	3.0
35	0	16.5
14	0	4.428571428571429
43	0	6.041666666666667
35	0	6.588235294117647
17	1	8.0
10	0	2.75
19	0	4.4
51	0	8.24
28	0	6.571428571428571
24	0	5.777777777777778
20	0	7.2
12	0	4.266666666666667
22	0	10.25
21	0	4.25
14	0	2.7058823529411766
13	0	2.888888888888889
15	0	4.466666666666667
17	0	4.05
14	0	3.909090909090909
22	0	5.833333333333333
24	0	3.533333333333333
43	0	6.571428571428571
19	0	4.125
50	0	9.125
32	0	8.294117647058824
25	0	4.357142857142857
19	0	5.653846153846154
27	0	6.111111111111111
19	0	2.8666666666666667
37	0	6.409090909090909
26	0	11.25
14	0	2.3333333333333335
12	0	2.2777777777777777
7	0	2.5217391304347827
34	0	4.818181818181818
18	0	3.5
54	0	7.518518518518518
22	0	6.611111111111111
11	0	3.0
50	0	12.25
4	0	1.1666666666666667
14	0	4.2272727272727275
52	0	9.909090909090908
25	0	5.461538461538462
7	0	2.111111111111111
20	0	6.25
20	1	7.833333333333333
18	0	4.0
21	0	5.7
13	0	2.875
41	0	6.2
34	0	6.55
10	0	3.25
27	0	7.333333333333333
12	0	2.4
20	0	7.363636363636363
20	0	4.666666666666667
13	0	2.75
37	0	10.0
22	0	5.5
15	0	3.9444444444444446
22	1	7.076923076923077
18	0	5.458333333333333
12	0	5.625
28	0	6.916666666666667
16	0	3.75
12	0	5.5
33	0	5.571428571428571
17	0	3.0
44	0	6.785714285714286
51	0	8.384615384615385
9	0	3.0625
34	0	7.681818181818182
40	0	6.714285714285714
43	0	7.875
21	0	5.16
45	0	6.0
30	0	15.75
13	0	3.4285714285714284
12	0	4.166666666666667
20	0	6.578947368421052
13	0	2.764705882352941
16	0	5.714285714285714
18	0	5.642857142857143
15	0	3.869565217391304
15	0	7.125
37	0	6.647058823529412
27	0	5.4
14	0	3.142857142857143
14	0	4.636363636363637
37	0	11.294117647058824
10	0	3.5555555555555554
36	0	8.75
22	0	4.9
17	0	3.5384615384615383
19	0	4.384615384615385
7	0	2.473684210526316
27	0	5.117647058823529
22	0	8.555555555555555
13	0	3.5833333333333335
13	0	3.7142857142857144
28	0	5.6
21	0	5.681818181818182
14	0	3.6666666666666665
16	0	4.777777777777778
9	0	2.3846153846153846
14	0	3.5454545454545454
48	0	7.285714285714286
14	0	4.076923076923077
37	0	5.95
12	0	5.0
11	0	2.7
14	0	4.133333333333334
52	0	6.947368421052632
38	0	6.217391304347826
14	0	6.333333333333333
34	0	6.190476190476191
26	0	7.230769230769231
51	0	8.25
36	0	5.869565217391305
18	0	5.909090909090909
13	0	5.529411764705882
52	0	10.625
51	0	6.782608695652174
14	0	3.4444444444444446
13	0	2.7142857142857144
15	0	3.9473684210526314
40	0	10.25
22	0	7.8
7	0	3.4
20	0	6.866666666666666
15	0	3.6666666666666665
22	0	4.111111111111111
14	0	2.6363636363636362
35	0	3.782608695652174
37	0	4.869565217391305
20	0	4.0476190476190474
21	0	6.851851851851852
16	0	3.1176470588235294
37	0	4.333333333333333
44	0	14.857142857142858
1	0	0.16666666666666666
22	0	3.625
1	0	0.25
37	0	5.823529411764706
51	0	6.25
18	0	4.9
21	0	2.6818181818181817
51	0	6.631578947368421
20	0	3.15
15	0	6.090909090909091
25	0	4.555555555555555
21	0	3.125
36	0	5.9
20	0	4.571428571428571
0	0	0.0
34	0	8.105263157894736
28	0	7.25
6	0	1.4615384615384615
22	0	5.388888888888889
20	0	3.6666666666666665
20	0	4.875
10	0	5.285714285714286
16	0	2.230769230769231
8	0	2.642857142857143
48	0	8.28
34	0	8.526315789473685
18	0	5.095238095238095
75	0	6.892857142857143
9	0	1.8571428571428572
44	0	3.933333333333333
16	0	5.863636363636363
26	0	7.85
41	0	6.344827586206897
27	0	9.96
17	0	5.166666666666667
51	0	5.95
13	0	5.2
22	0	5.9
34	0	6.153846153846154
60	0	17.0
38	0	7.375
10	0	2.2
18	0	5.333333333333333
25	0	6.428571428571429
42	0	6.578947368421052
14	0	3.4
16	0	4.0
33	0	7.5
14	0	3.142857142857143
36	0	5.6
12	0	4.4375
15	0	7.125
33	0	7.166666666666667
15	0	5.153846153846154
41	0	6.153846153846154
41	0	9.714285714285714
15	0	7.0
16	0	5.777777777777778
20	0	5.933333333333334
14	0	1.5555555555555556
61	0	8.75
25	0	6.15
19	0	6.733333333333333
36	0	5.590909090909091
37	0	5.944444444444445
75	0	10.083333333333334
24	0	7.230769230769231
36	0	6.0
13	0	3.6363636363636362
20	0	6.25
12	0	2.6666666666666665
40	0	7.285714285714286
34	0	7.2
27	2	10.6
37	0	6.8076923076923075
13	0	4.642857142857143
72	0	7.7727272727272725
15	0	4.4
17	0	6.260869565217392
10	0	3.2222222222222223
51	0	5.055555555555555
16	0	6.714285714285714
21	0	6.954545454545454
25	0	3.5625
21	0	6.909090909090909
17	0	3.2222222222222223
6	0	2.4
19	0	6.857142857142857
17	0	5.6
36	0	7.071428571428571
20	0	5.666666666666667
41	0	6.705882352941177
38	0	8.571428571428571
21	0	4.785714285714286
36	0	5.44
36	0	6.6923076923076925
27	0	7.142857142857143
21	0	5.578947368421052
17	0	4.5
17	0	3.7142857142857144
37	0	7.705882352941177
20	0	5.714285714285714
16	0	3.933333333333333
13	0	2.9285714285714284
21	0	3.789473684210526
34	0	6.0476190476190474
14	0	6.5
28	0	6.375
20	0	5.583333333333333
36	0	6.428571428571429
27	0	7.846153846153846
14	0	4.428571428571429
12	0	3.25
14	0	5.875
45	0	7.333333333333333
70	0	13.0
14	0	5.5
37	0	6.545454545454546
38	0	8.083333333333334
36	0	7.32258064516129
13	0	6.222222222222222
17	0	4.882352941176471
13	0	4.1
23	0	4.833333333333333
34	0	5.933333333333334
9	0	2.0714285714285716
4	0	2.125
22	0	6.75
19	0	6.095238095238095
14	0	5.25
11	0	3.6363636363636362
25	0	5.739130434782608
52	0	7.869565217391305
13	0	4.0
13	0	3.3529411764705883
21	0	6.75
10	0	4.555555555555555
11	0	4.235294117647059
22	0	5.476190476190476
14	0	4.090909090909091
13	0	4.357142857142857
34	0	7.571428571428571
37	0	5.375
13	0	3.1
37	0	6.2
47	0	8.272727272727273
14	0	3.8
44	0	6.730769230769231
52	0	11.076923076923077
6	0	1.9166666666666667
9	0	1.6666666666666667
35	0	4.076923076923077
22	0	6.473684210526316
13	0	3.9166666666666665
14	0	4.133333333333334
14	0	3.625
38	0	9.833333333333334
14	0	2.5294117647058822
13	0	4.888888888888889
10	0	3.0
13	0	5.666666666666667
34	0	5.352941176470588
7	0	1.6363636363636365
11	0	2.3846153846153846
36	0	4.888888888888889
19	0	3.25
22	0	7.2727272727272725
21	0	6.1923076923076925
11	0	3.0
10	0	2.857142857142857
13	0	3.8333333333333335
26	0	11.2
25	0	7.68
22	0	5.7894736842105265
13	0	2.9444444444444446
37	0	9.529411764705882
24	0	5.2
13	0	3.875
26	0	7.333333333333333
36	0	6.833333333333333
14	0	4.411764705882353
19	0	5.2
16	0	5.166666666666667
22	0	3.6
36	0	7.1
20	0	4.818181818181818
17	0	2.7142857142857144
37	0	6.857142857142857
14	1	9.25
1	0	0.6
14	0	5.285714285714286
6	0	1.4545454545454546
27	0	7.571428571428571
16	0	2.6956521739130435
14	0	4.545454545454546
52	0	6.6521739130434785
11	0	3.15
16	0	7.2727272727272725
44	0	10.352941176470589
48	0	8.142857142857142
16	0	4.3
14	0	2.909090909090909
30	0	5.090909090909091
14	0	5.428571428571429
14	0	3.8666666666666667
52	0	10.176470588235293
22	4	12.285714285714286
14	0	4.125
10	0	2.5833333333333335
35	0	7.25
6	0	1.0
10	0	2.909090909090909
52	0	8.217391304347826
14	0	2.9545454545454546
52	0	5.0
14	0	4.4
37	0	7.4
28	0	4.142857142857143
24	0	5.0476190476190474
27	0	5.25
14	0	4.647058823529412
14	0	3.5384615384615383
15	0	4.636363636363637
25	0	6.684210526315789
28	0	6.428571428571429
51	0	10.476190476190476
14	0	4.5
26	0	2.8636363636363638
37	0	6.647058823529412
6	0	1.6
12	0	2.388888888888889
22	0	7.846153846153846
10	0	4.2
43	0	7.545454545454546
13	0	2.888888888888889
34	0	9.733333333333333
18	0	3.7
37	0	7.0
7	0	2.076923076923077
6	0	1.8888888888888888
37	0	6.875
23	0	5.0476190476190474
9	0	1.8
22	0	6.833333333333333
24	0	4.428571428571429
16	0	5.0
9	0	2.8333333333333335
10	0	3.0
34	0	5.769230769230769
25	0	4.529411764705882
13	0	1.8888888888888888
31	0	6.333333333333333
19	0	5.333333333333333
43	0	6.681818181818182
21	0	4.631578947368421
28	0	3.7916666666666665
13	0	3.590909090909091
14	0	4.928571428571429
47	0	8.636363636363637
10	0	2.761904761904762
17	0	4.947368421052632
22	0	5.7
14	0	3.7333333333333334
7	0	2.375
22	0	5.730769230769231
7	0	3.111111111111111
34	0	9.333333333333334
14	0	4.05
15	0	5.444444444444445
24	0	4.909090909090909
15	0	5.823529411764706
22	0	6.529411764705882
34	0	10.272727272727273
15	0	2.8666666666666667
10	0	5.142857142857143
16	0	4.117647058823529
24	2	7.833333333333333
27	0	3.45
45	0	9.75
13	0	3.857142857142857
19	0	4.3
16	0	2.923076923076923
10	0	2.9285714285714284
13	0	4.090909090909091
37	0	14.777777777777779
12	0	2.857142857142857
25	0	6.181818181818182
19	0	3.7
11	0	3.2222222222222223
19	0	7.166666666666667
60	0	8.722222222222221
14	0	3.0588235294117645
10	2	6.0
47	0	5.222222222222222
23	0	5.777777777777778
35	0	5.157894736842105
7	0	2.4
52	0	10.75
45	0	11.35
11	0	4.375
43	0	8.0
37	0	6.45
30	0	6.666666666666667
13	0	4.75
38	0	9.428571428571429
37	0	7.857142857142857
16	0	6.4
13	0	6.666666666666667
24	0	3.6315789473684212
10	0	3.909090909090909
13	0	3.7777777777777777
8	0	2.0
13	0	6.25
12	0	2.0
28	0	7.363636363636363
37	0	6.0
18	0	3.9
51	0	7.0
38	0	6.8
13	0	4.111111111111111
17	0	7.416666666666667
11	0	3.1538461538461537
20	0	5.666666666666667
34	0	7.555555555555555
40	0	6.043478260869565
51	0	10.421052631578947
13	0	1.75
11	0	3.6666666666666665
14	0	3.823529411764706
10	1	5.333333333333333
22	0	5.0
24	0	6.333333333333333
16	0	4.923076923076923
37	0	4.9
24	0	8.571428571428571
13	0	1.7857142857142858
25	0	5.0
14	0	3.263157894736842
12	0	1.5
34	0	4.8
11	0	3.0
37	0	4.2105263157894735
60	0	8.5
17	0	3.96
20	0	4.666666666666667
27	0	6.6923076923076925
36	0	5.8
38	0	6.5
27	0	3.3529411764705883
20	0	6.176470588235294
18	0	4.25
34	0	9.0
17	0	5.05
37	0	4.2105263157894735
22	0	4.222222222222222
19	0	7.222222222222222
14	0	4.5
7	0	2.6666666666666665
24	0	5.166666666666667
14	0	5.5
9	0	4.833333333333333
35	0	7.791666666666667
38	0	6.05
27	0	6.466666666666667
17	0	4.476190476190476
12	0	4.25
34	0	14.25
10	0	3.4285714285714284
13	1	5.923076923076923
13	1	7.0
7	0	2.6666666666666665
45	0	11.571428571428571
13	3	6.75
18	0	5.0
22	0	7.0
45	0	6.444444444444445
37	0	6.35
20	0	5.857142857142857
15	0	4.0
18	0	4.125
13	0	2.5833333333333335
37	0	12.0
14	0	4.368421052631579
22	0	8.3
48	0	5.208333333333333
13	0	2.588235294117647
25	0	7.56
27	0	5.318181818181818
34	0	6.642857142857143
41	0	6.3
10	0	3.8
37	0	4.52
19	0	5.333333333333333
37	0	6.555555555555555
22	0	3.933333333333333
5	0	1.75
36	0	11.714285714285714
16	0	5.230769230769231
34	0	8.333333333333334
9	0	3.0
7	0	1.9375
52	0	12.75
27	0	5.857142857142857
38	0	5.944444444444445
45	0	8.25
21	0	5.318181818181818
27	0	6.125
7	0	2.111111111111111
15	0	3.35
16	0	5.2
41	0	5.75
52	0	15.375
48	0	5.555555555555555
16	0	4.777777777777778
19	0	3.823529411764706
37	0	9.866666666666667
25	0	9.428571428571429
6	0	1.7333333333333334
19	2	9.8
44	0	7.117647058823529
26	0	4.888888888888889
44	0	6.75
70	0	10.5625
6	0	2.0833333333333335
20	0	5.916666666666667
52	0	8.266666666666667
16	0	5.947368421052632
20	0	3.3
14	0	5.166666666666667
25	0	5.111111111111111
17	2	7.5
32	0	5.458333333333333
26	0	5.173913043478261
25	0	3.111111111111111
15	0	3.625
42	0	5.909090909090909
22	0	3.5789473684210527
14	0	4.1
13	0	3.1538461538461537
7	0	3.6666666666666665
51	0	9.95
36	0	7.5
0	0	0.0
6	0	2.2
16	0	3.2
26	0	7.333333333333333
25	0	5.0
22	0	5.5
52	0	16.2
37	1	14.0
10	0	3.0476190476190474
17	0	5.478260869565218
13	0	3.533333333333333
52	0	6.130434782608695
14	0	3.9
16	0	4.0625
22	0	4.933333333333334
20	0	5.076923076923077
14	0	4.545454545454546
14	0	6.333333333333333
18	0	4.1
25	0	5.0
16	0	3.8333333333333335
10	0	4.285714285714286
17	0	2.7222222222222223
37	0	5.9375
6	0	2.625
13	0	1.7
17	0	3.95
50	0	11.583333333333334
10	0	3.1666666666666665
18	0	5.571428571428571
22	0	5.6923076923076925
44	0	12.25
16	0	2.6666666666666665
36	0	7.777777777777778
51	0	8.466666666666667
34	0	7.25
75	0	5.608695652173913
36	0	8.133333333333333
34	0	5.555555555555555
44	0	6.631578947368421
22	0	5.428571428571429
36	0	7.421052631578948
22	0	6.444444444444445
22	0	5.285714285714286
16	0	5.947368421052632
36	0	5.846153846153846
11	0	4.916666666666667
29	0	5.3
14	0	4.3
51	0	4.7
24	0	3.8
18	0	4.782608695652174
15	0	4.8
22	0	4.6
13	0	4.285714285714286
14	0	4.5
51	0	9.363636363636363
43	0	5.916666666666667
14	0	4.578947368421052
11	0	2.272727272727273
28	0	3.0833333333333335
35	0	4.434782608695652
75	0	9.444444444444445
11	0	2.888888888888889
13	0	3.857142857142857
44	0	5.0
15	0	4.125
43	0	7.321428571428571
8	0	2.75
11	0	3.3846153846153846
9	0	2.65
70	0	8.421052631578947
35	0	11.833333333333334
37	0	8.75
14	0	3.230769230769231
22	0	6.125
14	0	4.0
42	0	8.090909090909092
13	0	4.916666666666667
75	0	9.461538461538462
18	0	5.25
19	0	3.8
36	0	11.666666666666666
34	0	6.666666666666667
15	0	3.6875
22	0	4.888888888888889
16	0	5.2727272727272725
13	0	3.5
15	0	5.4
13	0	3.3333333333333335
51	0	8.12
16	0	3.125
6	0	1.9
7	0	1.8888888888888888
10	0	1.3870967741935485
9	0	4.0
45	0	15.571428571428571
18	0	4.882352941176471
28	0	6.357142857142857
15	0	6.461538461538462
26	0	5.75
40	0	7.153846153846154
25	0	4.8
20	0	5.363636363636363
20	0	5.25
17	0	5.260869565217392
18	0	5.071428571428571
34	0	7.708333333333333
8	0	3.4444444444444446
14	0	5.285714285714286
18	0	7.25
22	0	5.75
14	0	4.916666666666667
13	0	4.5
18	0	4.8
36	0	7.090909090909091
43	0	3.5384615384615383
14	0	4.2631578947368425
16	0	4.095238095238095
20	0	4.230769230769231
14	0	4.615384615384615
11	0	2.5
6	0	1.25
34	0	5.230769230769231
72	0	20.333333333333332
36	0	6.5
38	0	7.444444444444445
37	0	7.5
10	0	2.4444444444444446
4	0	2.0
14	0	3.45
12	0	3.4
14	0	3.7142857142857144
15	0	4.095238095238095
27	0	5.857142857142857
35	0	8.952380952380953
13	0	3.5714285714285716
22	0	7.882352941176471
22	0	6.571428571428571
15	0	5.0
12	0	4.9375
12	0	3.1739130434782608
15	0	4.7272727272727275
19	0	5.777777777777778
14	0	2.5294117647058822
28	0	5.588235294117647
13	0	4.5
10	0	2.9375
11	0	3.8
24	0	5.625
27	0	9.0
6	0	1.2
22	0	6.0
10	0	4.75
23	0	7.105263157894737
18	0	3.5833333333333335
50	0	17.4
15	0	5.416666666666667
27	0	5.65
28	0	4.1875
34	0	7.357142857142857
24	0	6.3125
6	0	1.2857142857142858
50	0	7.7
9	0	2.5
37	0	7.344827586206897
13	0	1.9166666666666667
21	0	5.866666666666666
13	0	2.642857142857143
22	0	4.25
12	0	5.333333333333333
27	0	7.809523809523809
20	0	6.466666666666667
12	0	3.7333333333333334
11	0	2.3333333333333335
19	0	6.214285714285714
11	0	3.5
36	0	4.793103448275862
52	0	9.222222222222221
13	0	3.909090909090909
37	0	8.625
51	0	6.24
15	0	4.944444444444445
20	0	3.6842105263157894
15	0	4.25
10	0	5.0
37	0	8.533333333333333
41	0	7.8
34	0	9.153846153846153
24	0	6.105263157894737
22	0	6.571428571428571
8	0	2.1333333333333333
36	0	5.411764705882353
17	0	3.65
21	0	4.052631578947368
51	0	5.28
20	0	5.4
35	0	4.391304347826087
38	0	9.5
6	0	2.466666666666667
24	0	4.851851851851852
34	0	11.444444444444445
13	0	3.8947368421052633
19	0	4.238095238095238
